t,h_classical
0.0,0.01
0.01,0.01
0.03,0.02
0.07,0.04
0.11864568634928657,0.04864568634928656
0.1666395473957953,0.04799386104650873
0.2146096335231068,0.047970086127311504
0.26770398735785583,0.05309435383474905
0.33207629078143586,0.06437230342358005
0.39603745056636414,0.06396115978492826
0.4717231594717306,0.07568570890536648
0.5717231594717306,0.1
0.6717231594717306,0.1
0.7717231594717305,0.1
0.8717231594717305,0.1
0.9717231594717305,0.1
0.9967231594717305,0.025
0.9998481594717306,0.003125
0.9999536303981249,0.00010547092639434644
0.9999925019183519,3.887152022692421e-05
1.0000017442991969,9.24238084505642e-06
1.00001093137407,9.187074873174767e-06
1.0000293055238163,1.8374149746349534e-05
1.000066053823309,3.674829949269907e-05
1.0001395504222945,7.349659898539814e-05
1.0002865436202653,0.00014699319797079627
1.000580530016207,0.00029398639594159254
1.00116850280809,0.0005879727918831851
1.0023444483918564,0.0011759455837663702
1.004696339559389,0.0023518911675327403
1.0094001218944546,0.004703782335065481
1.0188076865645856,0.009407564670130961
1.0376228159048475,0.018815129340261923
1.0752530745853714,0.037630258680523845
1.1198736811669467,0.04462060658157521
1.1634378202050004,0.04356413903805374
1.2070688818060191,0.04363106160101863
1.2535378152547372,0.0464689334487181
1.3173589163340331,0.06382110107929584
1.3754481055902223,0.058089189256189194
1.4393147548071898,0.06386664921696751
1.522545161258563,0.08323040645137315
1.622545161258563,0.1
1.7225451612585632,0.1
1.8225451612585633,0.1
1.9225451612585633,0.1
1.9725451612585634,0.05
1.9975451612585633,0.025
1.9991076612585632,0.0015625
1.9998889112585632,0.00078125
1.999986567508563,9.765625e-05
1.9999983144239764,1.1746915413206728e-05
2.000005289094949,6.974670972916189e-06
2.000011687133643,6.39803869391098e-06
2.000024483211031,1.279607738782196e-05
2.000050075365807,2.559215477564392e-05
2.000101259675358,5.118430955128784e-05
2.0002036282944604,0.00010236861910257568
2.0004083655326657,0.00020473723820515135
2.000817840009076,0.0004094744764103027
2.0016367889618967,0.0008189489528206054
2.0032746868675377,0.0016378979056412108
2.0065504826788203,0.0032757958112824216
2.013102074301385,0.006551591622564843
2.026205257546515,0.013103183245129687
2.052411624036774,0.026206366490259373
2.0884157211523378,0.03600409711556368
2.13070176502016,0.04228604386782228
2.17219771450255,0.04149594948239024
2.2100537076060625,0.03785599310351246
2.251253914500587,0.04120020689452459
2.306566371403907,0.05531245690331977
2.357546572641821,0.05098020123791427
2.410838399939334,0.0532918272975131
2.4753379358138883,0.06449953587455416
2.564550759352929,0.08921282353904102
2.664550759352929,0.1
2.7645507593529293,0.1
2.8645507593529294,0.1
2.9645507593529294,0.1
2.9895507593529294,0.025
2.9958007593529294,0.00625
2.9989257593529293,0.003125
2.9997070093529294,0.00078125
2.9999023218529293,0.0001953125
2.999999978102929,9.765625e-05
3.0000037660395718,3.787936642522286e-06
3.0000071829850876,3.416945516069013e-06
3.00001401687612,6.833891032138026e-06
3.000027684658184,1.3667782064276052e-05
3.000055020222313,2.7335564128552105e-05
3.00010969135057,5.467112825710421e-05
3.000219033607084,0.00010934225651420842
3.0004377181201125,0.00021868451302841684
3.000875087146169,0.00043736902605683367
3.001749825198283,0.0008747380521136673
3.00349930130251,0.0017494761042273347
3.006998253510965,0.0034989522084546694
3.0139961579278745,0.006997904416909339
3.027991966761693,0.013995808833818678
3.05598358442933,0.027991617667637355
3.0874258800537344,0.03144229562440438
3.124858266484041,0.037432386430306795
3.1609082879605275,0.036050021476486144
3.1935240663943185,0.03261577843379103
3.2275879474037352,0.03406388100941652
3.2675838731095843,0.03999592570584929
3.3113904912516796,0.04380661814209531
3.3551797820933906,0.043789290841711126
3.401835821586524,0.046656039493133156
3.456902684431007,0.055066862844483026
3.529012168776216,0.07210948434520914
3.629012168776216,0.1
3.729012168776216,0.1
3.829012168776216,0.1
3.9290121687762163,0.1
3.979012168776216,0.05
3.9915121687762163,0.0125
3.9977621687762164,0.00625
3.9993246687762163,0.0015625
3.9997152937762164,0.000390625
3.999910606276216,0.0001953125
3.9999594344012164,4.8828125e-05
3.9999838484637165,2.44140625e-05
3.9999960554949663,1.220703125e-05
3.9999993886047163,3.333109749967581e-06
4.000000388604716,1e-06
4.0000012509902865,8.623855700196424e-07
4.000002975761427,1.7247711400392849e-06
4.000006425303707,3.4495422800785697e-06
4.000013324388267,6.8990845601571395e-06
4.000027122557388,1.3798169120314279e-05
4.000054718895628,2.7596338240628558e-05
4.0001099115721095,5.5192676481257116e-05
4.000220296925072,0.00011038535296251423
4.000441067630997,0.00022077070592502846
4.000882609042847,0.0004415414118500569
4.001765691866547,0.0008830828237001139
4.003531857513948,0.0017661656474002277
4.007064188808748,0.0035323312948004554
4.014128851398349,0.007064662589600911
4.02825817657755,0.014129325179201822
4.055001309714516,0.026743133136966152
4.0835118652534375,0.028510555538921258
4.114590467337709,0.031078602084271073
4.146018069200239,0.03142760186253073
4.17477187190296,0.028753802702721046
4.204203586381058,0.029431714478097542
4.236841897828329,0.03263831144727093
4.27874792616438,0.0419060283360511
4.320197316306491,0.041449390142111034
4.360294403424314,0.0400970871178236
4.40457960613612,0.044285202711806304
4.457490778204732,0.05291117206861158
4.527231444779115,0.06974066657438373
4.627231444779115,0.1
4.727231444779115,0.1
4.827231444779114,0.1
4.927231444779114,0.1
4.977231444779114,0.05
4.989731444779114,0.0125
4.9959814447791135,0.00625
4.999106444779113,0.003125
4.9998876947791135,0.00078125
4.999985351029114,9.765625e-05
4.9999998224533595,1.4471424245527945e-05
5.000006755459291,6.9330059313613815e-06
5.000013019045616,6.263586324957742e-06
5.000025546218266,1.2527172649915485e-05
5.000050600563566,2.505434529983097e-05
5.000100709254165,5.010869059966194e-05
5.000200926635364,0.00010021738119932388
5.000401361397763,0.00020043476239864775
5.00080223092256,0.0004008695247972955
5.001603969972155,0.000801739049594591
5.003207448071344,0.001603478099189182
5.006414404269723,0.003206956198378364
5.0128283166664795,0.006413912396756728
5.025656141459993,0.012827824793513456
5.05131179104702,0.025655649587026912
5.084196501466344,0.03288471041932453
5.117647596915222,0.03345109544887743
5.1492250964836686,0.03157749956844702
5.183039564096638,0.0338144676129691
5.224748428423489,0.04170886432685108
5.27178185735814,0.04703342893465134
5.315821539457428,0.04403968209928791
5.366945474067677,0.05112393461024924
5.438623754472996,0.07167828040531923
5.538000721377706,0.09937696690471015
5.638000721377706,0.1
5.738000721377706,0.1
5.838000721377705,0.1
5.938000721377705,0.1
5.988000721377705,0.05
5.994250721377704,0.00625
5.997375721377704,0.003125
5.9989382213777045,0.0015625
5.999719471377705,0.00078125
5.9999147838777045,0.0001953125
5.999963612002705,4.8828125e-05
5.999988026065204,2.44140625e-05
5.999996074185632,8.048120427754835e-06
5.999999501162236,3.4269766037519513e-06
6.000001991768901,2.490606664926589e-06
6.000004248348079,2.2565791775745843e-06
6.000008761506434,4.5131583551491685e-06
6.000017787823144,9.026316710298337e-06
6.000035840456565,1.8052633420596674e-05
6.000071945723406,3.610526684119335e-05
6.000144156257089,7.22105336823867e-05
6.000288577324453,0.0001444210673647734
6.000577419459183,0.0002888421347295468
6.0011551037286415,0.0005776842694590936
6.00231047226756,0.0011553685389181871
6.004621209345396,0.0023107370778363743
6.0092426835010695,0.0046214741556727485
6.018485631812415,0.009242948311345497
6.036971528435106,0.018485896622690994
6.063754716234329,0.026783187799222893
6.093476123976805,0.02972140774247602
6.122920027297765,0.029443903320959492
6.152662435338187,0.02974240804042211
6.181198609301896,0.028536173963709402
6.211023420822659,0.029824811520763134
6.244757439165822,0.03373401834316212
6.290006476099708,0.045249036933886676
6.330920797870586,0.040914321770878614
6.3720289102822765,0.04110811241169016
6.4182713877810835,0.046242477498806944
6.474631762081848,0.05636037430076393
6.551204770281779,0.07657300819993094
6.651204770281779,0.1
6.751204770281778,0.1
6.851204770281778,0.1
6.951204770281778,0.1
6.976204770281778,0.025
6.988704770281778,0.0125
6.994954770281778,0.00625
6.998079770281778,0.003125
