t,h_quantum
0.0,0.01
0.01,0.01
0.03,0.02
0.05960230913523101,0.029602309135231014
0.09189448067766887,0.03229217154243785
0.12334724477724143,0.03145276409957256
0.15502203665960573,0.0316747918823643
0.1856511098328381,0.030629073173232393
0.21807732469323585,0.03242621486039773
0.25598678003107506,0.0379094553378392
0.2990914644771567,0.04310468444608163
0.3422821771094944,0.04319071263233772
0.3873627883572121,0.04508061124771775
0.4396415444612813,0.05227875610406917
0.4746365408239581,0.03499499636267681
0.48385556575763805,0.009219024933679909
0.4928735530870435,0.009017987329405437
0.5031801802133232,0.010306627126279742
0.5148154944176684,0.011635314204345146
0.5293462716216317,0.014530777203963315
0.5430447233800599,0.013698451758428251
0.5534572521742956,0.01041252879423574
0.5636989405386419,0.010241688364346241
0.5768944881395112,0.013195547600869249
0.5939407762438871,0.017046288104375966
0.6016560196947884,0.007715243450901406
0.6086733106966984,0.007017291001909965
0.6160644628740495,0.0073911521773510755
0.6237047944226936,0.007640331548644042
0.6316844412485373,0.007979646825843761
0.6400928387083732,0.008408397459835956
0.649079817291681,0.008986978583307787
0.6589021860987658,0.009822368807084855
0.6700680653706522,0.011165879271886352
0.6837792165621694,0.013711151191517175
0.6987276999929127,0.014948483430743233
0.7079909031901618,0.009263203197249095
0.7169575420374414,0.008966638847279608
0.7273302889977353,0.010372746960293932
0.7391379171566927,0.011807628158957409
0.7544489656397386,0.01531104848304584
0.7660858130973084,0.011636847457569766
0.7770883127920177,0.011002499694709313
0.7905379674206758,0.013449654628658145
0.8060621458538615,0.015524178433185702
0.8149638013430466,0.00890165548918512
0.8235199277613653,0.0085561264183187
0.8331393737395758,0.009619445978210482
0.8437684933177922,0.010629119578216481
0.8565452375171344,0.012776744199342126
0.8734999595826644,0.0169547220655299
0.8818804403205649,0.008380480737900544
0.8896067447360109,0.0077263044154459205
0.8980009840470534,0.008394239311042564
0.9068859820085371,0.008884997961483657
0.9165866160667732,0.009700634058236096
0.9275321544584226,0.01094553839164947
0.9408102656789403,0.01327811122051772
0.9566663780544146,0.015856112375474244
0.9653966694760664,0.008730291421651876
0.9737532347105506,0.00835656523448429
0.9830364086773592,0.009283173966808524
0.9931685101195681,0.010132101442208833
0.9990689260850857,0.00590041596551756
0.9998064780807754,0.000737551995689695
0.9999908660796978,0.00018438799892242375
0.9999976101179079,6.744038210084464e-06
1.0000000914072829,2.4812893750763773e-06
1.0000024439068462,2.35249956336529e-06
1.000007148905973,4.70499912673058e-06
1.0000165589042265,9.40999825346116e-06
1.0000353789007335,1.881999650692232e-05
1.0000730188937472,3.763999301384464e-05
1.000148298879775,7.527998602768928e-05
1.0002988588518305,0.00015055997205537855
1.0005999787959412,0.0003011199441107571
1.0012022186841627,0.0006022398882215142
1.0024066984606057,0.0012044797764430284
1.0048156580134917,0.002408959552886057
1.0096335771192637,0.004817919105772114
1.019269415330808,0.009635838211544227
1.0343231818484808,0.015053766517672916
1.0464604319249287,0.012137250076447859
1.057969415731669,0.01150898380674035
1.070615618132153,0.012646202400483865
1.0865789484554138,0.015963330323260902
1.095497532222967,0.00891858376755324
1.1040011256216236,0.008503593398656605
1.113572329875009,0.009571204253385424
1.124115774984837,0.01054344510982791
1.1367304477780797,0.012614672793242788
1.1533711493172372,0.016640701539157397
1.1620370603402626,0.00866591102302539
1.170223456283625,0.00818639594336233
1.1792762379913875,0.009052781707762487
1.1890655947331878,0.0097893567418003
1.2002478208446863,0.011182226111498383
1.2139443742220908,0.01369655337740454
1.2288793146979047,0.014934940475813827
1.2381543042892256,0.009274989591320972
1.2471334992409586,0.00897919495173294
1.2575314450823492,0.0103979458413906
1.2693801367630722,0.011848691680722927
1.284779880789221,0.015399744026148934
1.2962282659695363,0.011448385180315374
1.3070440489138906,0.010815782944354231
1.3206856406574872,0.013641591743596578
1.3359284606886879,0.015242820031200727
1.3449800209719514,0.009051560283263432
1.3537115114662919,0.008731490494340534
1.3636397649609673,0.009928253494675429
1.37474192724414,0.011102162283172566
1.3885149028992738,0.013772975655133982
1.4034331183335795,0.014918215434305642
1.4127022050361573,0.009269086702577674
1.4216786574604796,0.0089764524243223
1.4320683240644005,0.010389666603920841
1.443904768875379,0.01183644481097844
1.4592776009966357,0.015372832121256666
1.4707817563462418,0.011504155349606
1.4816527602581866,0.010871003911944772
1.4952476112137734,0.013594850955586865
1.5105708447056205,0.015323233491847115
1.5195756789588433,0.009004834253222786
1.5282533946418577,0.008677715683014448
1.5380849935460175,0.0098315989041597
1.5490375702401857,0.010952576694168365
1.562489402439949,0.013451832199763276
1.5780351403807245,0.01554573794077557
1.5869214898958603,0.008886349515135917
1.5954608838871858,0.008539393991325465
1.6050508998822044,0.009590015995018627
1.615636000307635,0.010585100425430694
1.6283229843802065,0.012686984072571341
1.645110379905482,0.01678739552527553
1.653567595914221,0.008457216008738985
1.6615381363685846,0.007970540454363484
1.6702402592717704,0.008702122903185752
1.6795485067927236,0.009308247520953177
1.6899095805204316,0.01036107372770802
1.7020154338383178,0.012105853317886241
1.7177289340014747,0.01571350016315701
1.7282223945479742,0.010493460546499564
1.7381343696383202,0.009911975090345918
1.7509718205407037,0.012837450902383462
1.7670454024544497,0.01607358191374612
1.7754851320681189,0.008439729613669173
1.7835574177974844,0.008072285729365684
1.7923653803478252,0.00880796255034079
1.8018315143031793,0.00946613395535414
1.8124467314656258,0.010615217162446622
1.8250325823375255,0.012585850871899588
1.8417010457401028,0.016668463402577265
1.8504216589430769,0.008720613202973918
1.8586504025799917,0.008228743636914941
1.8677818291049908,0.009131426524999087
1.8776790133457355,0.00989718424074477
1.889056604871815,0.011377591526079481
1.9031513922299828,0.014094787358167816
1.9171630842274756,0.014011691997492953
1.9272029185354063,0.010039834307930748
1.9370341748257183,0.009831256290311953
1.949281590027005,0.012247415201286723
1.9644391492104527,0.015157559183447628
1.974923780413603,0.010484631203150442
1.9849393276910179,0.010015547277414737
1.9979095017287078,0.01297017403768997
1.9999615078430546,0.002052006114346755
1.9999935704385912,3.206259553666805e-05
1.999998694491376,5.124052784778843e-06
2.0000002753080954,1.5808167197087971e-06
2.0000018760177167,1.6007096211945847e-06
2.0000050774369593,3.2014192423891694e-06
2.000011480275444,6.402838484778339e-06
2.0000242859524135,1.2805676969556678e-05
2.0000498973063525,2.5611353939113355e-05
2.000101120014231,5.122270787822671e-05
2.0002035654299872,0.00010244541575645342
2.0004084562615003,0.00020489083151290684
2.000818237924526,0.0004097816630258137
2.0016378012505776,0.0008195633260516274
2.003276927902681,0.0016391266521032547
2.0065551812068874,0.0032782533042065094
2.0131116878153006,0.006556506608413019
2.0262247010321266,0.013113013216826038
2.0416085697208213,0.015383868688694752
2.0498413030696576,0.008232733348836431
2.0578175983672575,0.007976295297599986
2.066428472847666,0.008610874480408542
2.075639555227735,0.009211082380069036
2.085834024221933,0.010194468994197814
2.097645620273362,0.0118115960514287
2.112734362273396,0.015088742000034008
2.1245369144239183,0.0118025521505227
2.135735550082282,0.011198635658363579
2.1489874082665796,0.013251858184297916
2.1646368754674135,0.01564946720083375
2.1735091605344117,0.0088722850669982
2.182020712591599,0.008511552057187434
2.191569604042842,0.009548891451242509
2.202091028546238,0.010521424503396147
2.214651153716737,0.012560125170498863
2.231193454630334,0.01654230091359691
2.2400343622571537,0.008840907626819525
2.248384009280726,0.008349647023572654
2.257725801339464,0.00934179205873756
2.2679208127773713,0.01019501143790767
2.2798559435774157,0.011935130800044512
2.29511197082641,0.015256027248994056
2.306426684787627,0.011314713961217207
2.3171531769769076,0.010726492189280597
2.330924283498938,0.013771106522030358
2.3459319387515083,0.015007655252570121
2.355130213362612,0.009198274611103719
2.3640290291154975,0.008898815752885514
2.3742677173126183,0.0102386881971208
2.385860576326987,0.011592859014368738
2.400706355777945,0.014845779450957818
2.4133437915940186,0.012637435816073727
2.42535652712163,0.012012735527611838
2.437142104666083,0.011785577544452835
2.450505205774154,0.013363101108070732
2.46440418922059,0.013898983446436083
